particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1037,0.41,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1038,0.41,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1039,0.41,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1040,0.41,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1041,0.41,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1042,0.41,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1043,0.41,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1044,0.41,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1045,0.41,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1046,0.41,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1047,0.41,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1048,0.41,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1049,0.41,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1050,0.43,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1051,0.43,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1052,0.43,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1053,0.43,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1054,0.43,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1055,0.43,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1056,0.43,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1057,0.43,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1058,0.43,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1059,0.43,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1060,0.43,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1061,0.43,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1062,0.43,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1063,0.43,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1064,0.43,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1065,0.43,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1066,0.43,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1067,0.43,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1068,0.43,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1069,0.43,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1070,0.43,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1071,0.43,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1072,0.43,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1073,0.43,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1074,0.43,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1075,0.43,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1076,0.43,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1077,0.43,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1078,0.43,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1079,0.43,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1080,0.43,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1081,0.43,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1082,0.43,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1083,0.43,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1084,0.43,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1085,0.43,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1086,0.43,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1087,0.43,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1088,0.43,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1089,0.43,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1090,0.43,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1091,0.43,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1092,0.43,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1093,0.43,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1094,0.43,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1095,0.43,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1096,0.43,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1097,0.43,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1098,0.43,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1099,0.43,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1100,0.45,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1101,0.45,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1102,0.45,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1103,0.45,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1104,0.45,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1105,0.45,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1106,0.45,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1107,0.45,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1108,0.45,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1109,0.45,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1110,0.45,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1111,0.45,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1112,0.45,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1113,0.45,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1114,0.45,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1115,0.45,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1116,0.45,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1117,0.45,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1118,0.45,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1119,0.45,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1120,0.45,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1121,0.45,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1122,0.45,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1123,0.45,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1124,0.45,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1125,0.45,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1126,0.45,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1127,0.45,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1128,0.45,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1129,0.45,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1130,0.45,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1131,0.45,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1132,0.45,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1133,0.45,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1134,0.45,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1135,0.45,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1136,0.45,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1137,0.45,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1138,0.45,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1139,0.45,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1140,0.45,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1141,0.45,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1142,0.45,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1143,0.45,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1144,0.45,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1145,0.45,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1146,0.45,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1147,0.45,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1148,0.45,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1149,0.45,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1150,0.47,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1151,0.47,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1152,0.47,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1153,0.47,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1154,0.47,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1155,0.47,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1156,0.47,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1157,0.47,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1158,0.47,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1159,0.47,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1160,0.47,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1161,0.47,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1162,0.47,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1163,0.47,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1164,0.47,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1165,0.47,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1166,0.47,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1167,0.47,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1168,0.47,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1169,0.47,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1170,0.47,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1171,0.47,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1172,0.47,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1173,0.47,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1174,0.47,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1175,0.47,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1176,0.47,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1177,0.47,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1178,0.47,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1179,0.47,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1180,0.47,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1181,0.47,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1182,0.47,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1183,0.47,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1184,0.47,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1185,0.47,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1186,0.47,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1187,0.47,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1188,0.47,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1189,0.47,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1190,0.47,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1191,0.47,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1192,0.47,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1193,0.47,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1194,0.47,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1195,0.47,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1196,0.47,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1197,0.47,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1198,0.47,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1199,0.47,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1200,0.49,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1201,0.49,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1202,0.49,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1203,0.49,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1204,0.49,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1205,0.49,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1206,0.49,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1207,0.49,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1208,0.49,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1209,0.49,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1210,0.49,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1211,0.49,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1212,0.49,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1213,0.49,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1214,0.49,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1215,0.49,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1216,0.49,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1217,0.49,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1218,0.49,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1219,0.49,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1220,0.49,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1221,0.49,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1222,0.49,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1223,0.49,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1224,0.49,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1225,0.49,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1226,0.49,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1227,0.49,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1228,0.49,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1229,0.49,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1230,0.49,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1231,0.49,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1232,0.49,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1233,0.49,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1234,0.49,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1235,0.49,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1236,0.49,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1237,0.49,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1238,0.49,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1239,0.49,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1240,0.49,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1241,0.49,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1242,0.49,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1243,0.49,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1244,0.49,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1245,0.49,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1246,0.49,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1247,0.49,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1248,0.49,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1249,0.49,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1250,0.51,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1251,0.51,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1252,0.51,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1253,0.51,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1254,0.51,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1255,0.51,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1256,0.51,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1257,0.51,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1258,0.51,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1259,0.51,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1260,0.51,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1261,0.51,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1262,0.51,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1263,0.51,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1264,0.51,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1265,0.51,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1266,0.51,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1267,0.51,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1268,0.51,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1269,0.51,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1270,0.51,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1271,0.51,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1272,0.51,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1273,0.51,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1274,0.51,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1275,0.51,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1276,0.51,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1277,0.51,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1278,0.51,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1279,0.51,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1280,0.51,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1281,0.51,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1282,0.51,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1283,0.51,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1284,0.51,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1285,0.51,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1286,0.51,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1287,0.51,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1288,0.51,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1289,0.51,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1290,0.51,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1291,0.51,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1292,0.51,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1293,0.51,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1294,0.51,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1295,0.51,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1296,0.51,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1297,0.51,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1298,0.51,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1299,0.51,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1300,0.53,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1301,0.53,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1302,0.53,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1303,0.53,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1304,0.53,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1305,0.53,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1306,0.53,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1307,0.53,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1308,0.53,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1309,0.53,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1310,0.53,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1311,0.53,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1312,0.53,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1313,0.53,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1314,0.53,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1315,0.53,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1316,0.53,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1317,0.53,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1318,0.53,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1319,0.53,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1320,0.53,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1321,0.53,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1322,0.53,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1323,0.53,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1324,0.53,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1325,0.53,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1326,0.53,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1327,0.53,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1328,0.53,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1329,0.53,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1330,0.53,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1331,0.53,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1332,0.53,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1333,0.53,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1334,0.53,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1335,0.53,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1336,0.53,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1337,0.53,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1338,0.53,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1339,0.53,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1340,0.53,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1341,0.53,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1342,0.53,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1343,0.53,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1344,0.53,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1345,0.53,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1346,0.53,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
