particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1657,0.67,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1658,0.67,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1659,0.67,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1660,0.67,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1661,0.67,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1662,0.67,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1663,0.67,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1664,0.67,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1665,0.67,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1666,0.67,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1667,0.67,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1668,0.67,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1669,0.67,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1670,0.67,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1671,0.67,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1672,0.67,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1673,0.67,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1674,0.67,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1675,0.67,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1676,0.67,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1677,0.67,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1678,0.67,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1679,0.67,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1680,0.67,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1681,0.67,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1682,0.67,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1683,0.67,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1684,0.67,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1685,0.67,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1686,0.67,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1687,0.67,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1688,0.67,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1689,0.67,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1690,0.67,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1691,0.67,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1692,0.67,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1693,0.67,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1694,0.67,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1695,0.67,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1696,0.67,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1697,0.67,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1698,0.67,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1699,0.67,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1700,0.69,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1701,0.69,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1702,0.69,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1703,0.69,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1704,0.69,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1705,0.69,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1706,0.69,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1707,0.69,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1708,0.69,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1709,0.69,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1710,0.69,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1711,0.69,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1712,0.69,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1713,0.69,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1714,0.69,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1715,0.69,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1716,0.69,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1717,0.69,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1718,0.69,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1719,0.69,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1720,0.69,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1721,0.69,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1722,0.69,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1723,0.69,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1724,0.69,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1725,0.69,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1726,0.69,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1727,0.69,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1728,0.69,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1729,0.69,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1730,0.69,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1731,0.69,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1732,0.69,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1733,0.69,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1734,0.69,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1735,0.69,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1736,0.69,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1737,0.69,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1738,0.69,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1739,0.69,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1740,0.69,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1741,0.69,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1742,0.69,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1743,0.69,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1744,0.69,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1745,0.69,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1746,0.69,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1747,0.69,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1748,0.69,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1749,0.69,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1750,0.71,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1751,0.71,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1752,0.71,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1753,0.71,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1754,0.71,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1755,0.71,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1756,0.71,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1757,0.71,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1758,0.71,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1759,0.71,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1760,0.71,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1761,0.71,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1762,0.71,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1763,0.71,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1764,0.71,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1765,0.71,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1766,0.71,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1767,0.71,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1768,0.71,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1769,0.71,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1770,0.71,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1771,0.71,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1772,0.71,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1773,0.71,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1774,0.71,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1775,0.71,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1776,0.71,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1777,0.71,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1778,0.71,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1779,0.71,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1780,0.71,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1781,0.71,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1782,0.71,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1783,0.71,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1784,0.71,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1785,0.71,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1786,0.71,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1787,0.71,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1788,0.71,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1789,0.71,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1790,0.71,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1791,0.71,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1792,0.71,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1793,0.71,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1794,0.71,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1795,0.71,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1796,0.71,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1797,0.71,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1798,0.71,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1799,0.71,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1800,0.73,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1801,0.73,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1802,0.73,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1803,0.73,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1804,0.73,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1805,0.73,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1806,0.73,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1807,0.73,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1808,0.73,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1809,0.73,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1810,0.73,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1811,0.73,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1812,0.73,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1813,0.73,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1814,0.73,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1815,0.73,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1816,0.73,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1817,0.73,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1818,0.73,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1819,0.73,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1820,0.73,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1821,0.73,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1822,0.73,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1823,0.73,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1824,0.73,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1825,0.73,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1826,0.73,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1827,0.73,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1828,0.73,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1829,0.73,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1830,0.73,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1831,0.73,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1832,0.73,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1833,0.73,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1834,0.73,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1835,0.73,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1836,0.73,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1837,0.73,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1838,0.73,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1839,0.73,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1840,0.73,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1841,0.73,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1842,0.73,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1843,0.73,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1844,0.73,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1845,0.73,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1846,0.73,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1847,0.73,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1848,0.73,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1849,0.73,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1850,0.75,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1851,0.75,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1852,0.75,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1853,0.75,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1854,0.75,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1855,0.75,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1856,0.75,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1857,0.75,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1858,0.75,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1859,0.75,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1860,0.75,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1861,0.75,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1862,0.75,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1863,0.75,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1864,0.75,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1865,0.75,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1866,0.75,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1867,0.75,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1868,0.75,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1869,0.75,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1870,0.75,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1871,0.75,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1872,0.75,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1873,0.75,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1874,0.75,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1875,0.75,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1876,0.75,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1877,0.75,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1878,0.75,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1879,0.75,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1880,0.75,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1881,0.75,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1882,0.75,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1883,0.75,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1884,0.75,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1885,0.75,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1886,0.75,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1887,0.75,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1888,0.75,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1889,0.75,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1890,0.75,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1891,0.75,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1892,0.75,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1893,0.75,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1894,0.75,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1895,0.75,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1896,0.75,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1897,0.75,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1898,0.75,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1899,0.75,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1900,0.77,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1901,0.77,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1902,0.77,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1903,0.77,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1904,0.77,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1905,0.77,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1906,0.77,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1907,0.77,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1908,0.77,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1909,0.77,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1910,0.77,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1911,0.77,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1912,0.77,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1913,0.77,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1914,0.77,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1915,0.77,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1916,0.77,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1917,0.77,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1918,0.77,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1919,0.77,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1920,0.77,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1921,0.77,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1922,0.77,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1923,0.77,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1924,0.77,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1925,0.77,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1926,0.77,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1927,0.77,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1928,0.77,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1929,0.77,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1930,0.77,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1931,0.77,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1932,0.77,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1933,0.77,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1934,0.77,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1935,0.77,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1936,0.77,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1937,0.77,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1938,0.77,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1939,0.77,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1940,0.77,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1941,0.77,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1942,0.77,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1943,0.77,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1944,0.77,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1945,0.77,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1946,0.77,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1947,0.77,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1948,0.77,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1949,0.77,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1950,0.79,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1951,0.79,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1952,0.79,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1953,0.79,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1954,0.79,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1955,0.79,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1956,0.79,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1957,0.79,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1958,0.79,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1959,0.79,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1960,0.79,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1961,0.79,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1962,0.79,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1963,0.79,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1964,0.79,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1965,0.79,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1966,0.79,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
