particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 0,0.01,0.01,-1.8488e-16,-3.41623e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.56578e-14,2.27632e-14,3.7228e-14
particle 1,0.01,0.03,-4.82482e-16,-7.34589e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.43011e-14,-9.9899e-15,2.13816e-14
particle 2,0.01,0.05,-5.91168e-16,-7.08611e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.29042e-14,1.63758e-15,8.93606e-16
particle 3,0.01,0.07,-3.44173e-16,5.38793e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.18242e-14,-1.56035e-14,7.33892e-15
particle 4,0.01,0.09,-2.96789e-16,2.90442e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.1561e-14,-1.96056e-15,2.58817e-14
particle 5,0.01,0.11,-1.05319e-16,1.26499e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.85372e-14,-1.76934e-15,2.57299e-14
particle 6,0.01,0.13,-3.49794e-16,3.11409e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.8708e-14,-2.29351e-15,4.51954e-14
particle 7,0.01,0.15,-5.01277e-17,-1.3252e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.99621e-14,9.65894e-15,1.95914e-14
particle 8,0.01,0.17,-4.13095e-16,-1.99364e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.89077e-14,2.27544e-15,-1.72675e-14
particle 9,0.01,0.19,-9.11475e-17,9.20424e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.09167e-14,-1.43874e-14,2.83097e-14
particle 10,0.01,0.21,-1.25141e-16,-6.30052e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.71172e-14,4.4964e-15,3.7354e-14
particle 11,0.01,0.23,-2.51724e-16,-4.53363e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.44905e-14,-3.54511e-15,-1.09139e-14
particle 12,0.01,0.25,-2.68581e-16,1.03275e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.6666e-14,-3.71111e-14,2.22251e-14
particle 13,0.01,0.27,-4.26895e-16,-6.42693e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.47163e-14,-1.11022e-15,7.72262e-14
particle 14,0.01,0.29,-2.81845e-16,-3.01106e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.22322e-14,1.26843e-14,-3.84935e-14
particle 15,0.01,0.31,-1.61409e-16,3.01778e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.19644e-14,-1.33977e-14,-2.85448e-14
particle 16,0.01,0.33,-3.94899e-16,1.07998e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.52437e-14,1.38778e-16,1.01662e-13
particle 17,0.01,0.35,-3.80362e-16,-2.87715e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.78191e-14,1.79856e-14,-2.09161e-14
particle 18,0.01,0.37,-1.11368e-16,2.87227e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.1326e-14,-1.09829e-14,-2.30473e-14
particle 19,0.01,0.39,-3.89526e-16,5.45124e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.59376e-14,-1.44329e-15,1.01147e-13
particle 20,0.01,0.41,-4.18284e-16,-2.88726e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.87073e-14,1.79856e-14,-2.12694e-14
particle 21,0.01,0.43,-1.11089e-16,2.87701e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.12101e-14,-9.05807e-15,-2.37375e-14
particle 22,0.01,0.45,-4.73112e-16,1.07445e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.24404e-14,5.60663e-15,9.78103e-14
particle 23,0.01,0.47,-3.71514e-16,-2.72799e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.28744e-15,1.81799e-14,-3.1366e-14
particle 24,0.01,0.49,-2.10963e-16,3.387e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.34716e-15,3.76314e-15,-3.93541e-14
particle 25,0.01,0.51,-1.93042e-16,8.27081e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.14608e-14,-1.68153e-14,7.48867e-14
particle 26,0.01,0.53,-2.19186e-16,-5.09827e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.46648e-14,-1.75057e-14,7.43227e-14
particle 27,0.01,0.55,-2.45819e-16,-2.17212e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.57017e-14,4.55191e-15,1.00153e-13
particle 28,0.01,0.57,-1.68317e-16,-6.55973e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.25653e-14,-1.07969e-14,-1.16346e-13
particle 29,0.01,0.59,-3.96356e-16,6.51098e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.9165e-14,1.69592e-14,-1.17883e-13
particle 30,0.01,0.61,-1.58304e-16,2.49671e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.26483e-14,1.19389e-15,1.01134e-13
particle 31,0.01,0.63,-3.15193e-16,4.49072e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.24516e-14,1.68134e-14,6.98803e-14
particle 32,0.01,0.65,-2.67543e-16,-6.09831e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.58987e-14,-2.40259e-14,6.90342e-14
particle 33,0.01,0.67,-1.54452e-16,-2.36726e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.75474e-14,1.83187e-15,1.00724e-13
particle 34,0.01,0.69,-2.18879e-16,-6.59007e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.90126e-14,-1.43496e-14,-1.18351e-13
particle 35,0.01,0.71,-3.96356e-16,6.51098e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.9165e-14,1.69592e-14,-1.18247e-13
particle 36,0.01,0.73,-1.58304e-16,2.49671e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.26483e-14,1.19389e-15,1.01118e-13
particle 37,0.01,0.75,-3.15193e-16,4.49072e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.24516e-14,1.68134e-14,6.98803e-14
particle 38,0.01,0.77,-2.67543e-16,-6.09831e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.58987e-14,-2.40259e-14,6.90342e-14
particle 39,0.01,0.79,-1.54452e-16,-2.36726e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.75474e-14,1.83187e-15,1.00724e-13
particle 40,0.01,0.81,-2.18879e-16,-6.59007e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.90126e-14,-1.43496e-14,-1.18351e-13
particle 41,0.01,0.83,-3.96356e-16,6.51098e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.9165e-14,1.69592e-14,-1.18247e-13
particle 42,0.01,0.85,-1.58304e-16,2.49671e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.26484e-14,1.19384e-15,1.01087e-13
particle 43,0.01,0.87,-3.15215e-16,4.49117e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.24494e-14,1.68178e-14,6.96613e-14
particle 44,0.01,0.89,-2.69814e-16,-5.92412e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.57627e-14,-2.38927e-14,6.83839e-14
particle 45,0.01,0.91,-1.98615e-16,-2.34838e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.14054e-14,3.30291e-15,1.00002e-13
particle 46,0.01,0.93,-2.37761e-16,-6.54725e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54876e-14,-1.70697e-14,-1.17447e-13
particle 47,0.01,0.95,-3.31548e-16,6.55399e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.55534e-14,6.33546e-15,-1.16412e-13
particle 48,0.01,0.97,-4.11853e-18,2.4488e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.17129e-14,-1.28482e-15,9.98155e-14
particle 49,0.01,0.99,-1.13937e-16,6.8785e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.13897e-14,5.24738e-14,6.42912e-14
particle 50,0.03,0.01,-5.5277e-16,-4.25465e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.47924e-15,1.89228e-14,2.77467e-14
particle 51,0.03,0.03,-6.76361e-16,-9.20779e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.67209e-15,9.98823e-15,-1.15838e-16
particle 52,0.03,0.05,-6.30846e-16,-4.17294e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.97419e-15,2.8044e-14,-2.27455e-14
particle 53,0.03,0.07,-5.87487e-16,3.87244e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.17068e-14,-2.59762e-14,-1.16829e-14
particle 54,0.03,0.09,-8.05678e-16,4.91014e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.14251e-14,-1.60792e-14,3.10424e-15
particle 55,0.03,0.11,-7.0517e-16,3.74035e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.50913e-15,-9.20734e-15,6.49994e-15
particle 56,0.03,0.13,-6.79538e-16,1.42853e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.65822e-15,-2.05155e-15,3.473e-14
particle 57,0.03,0.15,-4.72723e-16,-1.8502e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.35009e-14,1.56344e-14,4.92152e-15
particle 58,0.03,0.17,-5.1794e-16,1.36199e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.07086e-15,6.34476e-15,-3.83039e-14
particle 59,0.03,0.19,-4.15597e-16,1.20387e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.52749e-15,-1.5613e-14,2.2632e-14
particle 60,0.03,0.21,-3.91071e-16,-1.15574e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.28569e-14,1.36666e-14,2.81593e-14
particle 61,0.03,0.23,-5.27655e-16,-5.05152e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.05135e-15,-1.27968e-14,-3.03448e-14
particle 62,0.03,0.25,-4.10851e-16,1.47778e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.56729e-15,-2.87347e-14,1.25324e-14
particle 63,0.03,0.27,-4.90305e-16,-8.16812e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.43681e-15,1.55475e-15,6.77709e-14
particle 64,0.03,0.29,-5.13127e-16,-3.41911e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.36002e-15,-1.67089e-14,-5.13948e-14
particle 65,0.03,0.31,-4.83441e-16,2.89714e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.07529e-15,-9.88417e-15,-4.04906e-14
particle 66,0.03,0.33,-6.47481e-16,-2.84174e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.10556e-15,3.84421e-15,8.61733e-14
particle 67,0.03,0.35,-6.90016e-16,-3.16772e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.55191e-15,-5.57887e-15,-3.88641e-14
particle 68,0.03,0.37,-5.55643e-16,2.98831e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.41453e-15,4.46835e-15,-3.68478e-14
particle 69,0.03,0.39,-5.89218e-16,-4.71206e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.36518e-15,1.15999e-16,8.70249e-14
particle 70,0.03,0.41,-7.40262e-16,-3.1727e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.05471e-15,-5.57887e-15,-3.94226e-14
particle 71,0.03,0.43,-5.5436e-16,3.0007e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.41041e-15,4.6647e-15,-3.79065e-14
particle 72,0.03,0.45,-5.62726e-16,-2.79751e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.99142e-15,7.34031e-16,8.36227e-14
particle 73,0.03,0.47,-6.54938e-16,-2.99798e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.77636e-15,-8.74301e-16,-4.92769e-14
particle 74,0.03,0.49,-3.52948e-16,3.72562e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.77345e-15,1.77483e-14,-5.17684e-14
particle 75,0.03,0.51,-3.9657e-16,9.58298e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.41298e-14,-1.96937e-14,6.70074e-14
particle 76,0.03,0.53,-3.64206e-16,-5.89168e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.37064e-17,-1.57515e-14,6.55731e-14
particle 77,0.03,0.55,-3.48105e-16,-2.45913e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.15902e-16,9.19568e-15,8.85271e-14
particle 78,0.03,0.57,-4.26619e-16,-6.61184e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.996e-15,-1.63203e-14,-1.32559e-13
particle 79,0.03,0.59,-5.47923e-16,6.87888e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.4453e-16,2.21793e-14,-1.32034e-13
particle 80,0.03,0.61,-4.29405e-16,2.57311e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.04477e-15,7.46208e-15,9.07962e-14
particle 81,0.03,0.63,-4.79543e-16,4.99456e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.03614e-14,1.81895e-14,5.90152e-14
particle 82,0.03,0.65,-5.06902e-16,-5.94453e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.31046e-15,-1.63669e-14,5.9366e-14
particle 83,0.03,0.67,-4.44078e-16,-2.62157e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.5709e-15,2.83506e-15,8.87885e-14
particle 84,0.03,0.69,-4.26619e-16,-6.60445e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.996e-15,-2.43278e-14,-1.34539e-13
particle 85,0.03,0.71,-5.47923e-16,6.87888e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.4453e-16,2.21793e-14,-1.32138e-13
particle 86,0.03,0.73,-4.29405e-16,2.57311e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.04477e-15,7.46208e-15,9.08128e-14
particle 87,0.03,0.75,-4.79543e-16,4.99456e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.03614e-14,1.81895e-14,5.90152e-14
particle 88,0.03,0.77,-5.06902e-16,-5.94453e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.31046e-15,-1.63669e-14,5.9366e-14
particle 89,0.03,0.79,-4.44078e-16,-2.62157e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.5709e-15,2.83506e-15,8.87885e-14
particle 90,0.03,0.81,-4.26619e-16,-6.60445e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.996e-15,-2.43278e-14,-1.34539e-13
particle 91,0.03,0.83,-5.47923e-16,6.87888e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.4453e-16,2.21793e-14,-1.32142e-13
particle 92,0.03,0.85,-4.29405e-16,2.57311e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.04476e-15,7.46207e-15,9.07576e-14
particle 93,0.03,0.87,-4.79542e-16,5.04274e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.03618e-14,1.8106e-14,5.88467e-14
particle 94,0.03,0.89,-5.10145e-16,-5.86867e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.7482e-15,-1.97075e-14,5.91879e-14
particle 95,0.03,0.91,-3.98855e-16,-2.57371e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.23753e-15,1.17147e-15,8.97557e-14
particle 96,0.03,0.93,-4.86898e-16,-6.6577e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.07927e-15,-2.08583e-14,-1.33443e-13
particle 97,0.03,0.95,-5.0378e-16,6.7278e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.02726e-15,1.97602e-14,-1.32714e-13
particle 98,0.03,0.97,-4.5144e-16,2.62533e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.49066e-15,1.27149e-14,9.13487e-14
particle 99,0.03,0.99,-2.61818e-16,7.38482e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.96767e-15,4.25734e-14,5.92467e-14
particle 100,0.05,0.01,-3.89898e-16,-6.99646e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.46159e-15,2.41569e-14,1.0414e-14
particle 101,0.05,0.03,-6.14963e-16,-8.88157e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.97897e-14,-3.91354e-15,-2.50347e-14
particle 102,0.05,0.05,-4.5032e-16,-1.11039e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.7454e-15,2.95181e-14,-4.18703e-14
particle 103,0.05,0.07,-3.71869e-16,3.72778e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.11022e-15,-3.00177e-14,-2.65369e-14
particle 104,0.05,0.09,-2.93024e-16,5.60529e-17,0.43,0.991062,0.0240029,1074.74,716.491,4.05231e-15,-1.56819e-14,-1.71718e-14
particle 105,0.05,0.11,-5.00566e-16,7.71468e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.71252e-14,6.96665e-15,-2.02261e-14
particle 106,0.05,0.13,-6.77546e-16,8.75692e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.78468e-14,1.83187e-15,5.4781e-15
particle 107,0.05,0.15,-7.29439e-16,-1.66922e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.60663e-15,-2.498e-15,-2.17345e-14
particle 108,0.05,0.17,-5.17077e-16,2.34206e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.74503e-14,-1.05471e-15,-6.0589e-14
particle 109,0.05,0.19,-8.45609e-16,1.13285e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.62925e-14,3.63687e-15
particle 110,0.05,0.21,-7.8087e-16,-1.13212e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.1233e-14,8.96505e-15,4.73973e-15
particle 111,0.05,0.23,-5.49232e-16,-5.7317e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.57294e-14,-3.26128e-15,-5.22614e-14
particle 112,0.05,0.25,-8.55126e-16,1.2799e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.38778e-15,-1.9984e-14,-4.08527e-15
particle 113,0.05,0.27,-5.53042e-16,-7.25497e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.27863e-14,4.23722e-15,4.97722e-14
particle 114,0.05,0.29,-4.24485e-16,-3.17886e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.02973e-14,3.77476e-15,-7.08907e-14
particle 115,0.05,0.31,-6.86543e-16,2.99435e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.87647e-14,-1.69259e-14,-5.99294e-14
particle 116,0.05,0.33,-5.11513e-16,-1.18448e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.35908e-15,3.70584e-15,6.59832e-14
particle 117,0.05,0.35,-5.15576e-16,-3.06032e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.55826e-14,1.8624e-14,-6.45174e-14
particle 118,0.05,0.37,-6.21803e-16,3.17196e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.96892e-14,-1.79209e-14,-5.8958e-14
particle 119,0.05,0.39,-5.31658e-16,-1.03279e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.35559e-15,3.72146e-15,6.84158e-14
particle 120,0.05,0.41,-5.15576e-16,-3.06032e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.55826e-14,1.8624e-14,-6.46352e-14
particle 121,0.05,0.43,-6.18015e-16,3.18804e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.01328e-14,-1.66582e-14,-6.00157e-14
particle 122,0.05,0.45,-5.24902e-16,-4.15968e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.13384e-15,6.74667e-15,6.57669e-14
particle 123,0.05,0.47,-5.15418e-16,-2.86577e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.46945e-14,2.14134e-14,-7.35524e-14
particle 124,0.05,0.49,-5.78584e-16,3.92416e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.71767e-14,9.08046e-16,-7.35618e-14
particle 125,0.05,0.51,-5.70326e-16,9.64711e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.71845e-16,-2.23571e-14,5.12105e-14
particle 126,0.05,0.53,-5.87337e-16,-5.76659e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.51054e-14,-1.6091e-14,5.10089e-14
particle 127,0.05,0.55,-5.14815e-16,-2.50407e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.38588e-14,4.34812e-15,7.24134e-14
particle 128,0.05,0.57,-5.41252e-16,-6.74381e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45914e-14,-1.73195e-14,-1.54215e-13
particle 129,0.05,0.59,-7.84427e-16,6.73386e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45205e-14,1.71175e-14,-1.55854e-13
particle 130,0.05,0.61,-4.81995e-16,2.56485e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.80092e-15,6.38378e-15,6.74707e-14
particle 131,0.05,0.63,-5.82492e-16,6.58138e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.31679e-14,3.18634e-14,3.4729e-14
particle 132,0.05,0.65,-6.91863e-16,-5.67022e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.39451e-14,-2.76446e-14,3.75659e-14
particle 133,0.05,0.67,-5.57023e-16,-2.61587e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.09821e-14,-1.04406e-14,6.98106e-14
particle 134,0.05,0.69,-5.41252e-16,-6.76676e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45914e-14,-2.17742e-14,-1.56075e-13
particle 135,0.05,0.71,-7.84427e-16,6.73386e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45205e-14,1.71175e-14,-1.55924e-13
particle 136,0.05,0.73,-4.81995e-16,2.56485e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.80092e-15,6.38378e-15,6.74671e-14
particle 137,0.05,0.75,-5.82492e-16,6.58138e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.31679e-14,3.18634e-14,3.4729e-14
particle 138,0.05,0.77,-6.91863e-16,-5.67022e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.39451e-14,-2.76446e-14,3.75659e-14
particle 139,0.05,0.79,-5.57023e-16,-2.61587e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.09821e-14,-1.04406e-14,6.98106e-14
particle 140,0.05,0.81,-5.41252e-16,-6.76676e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45914e-14,-2.17742e-14,-1.56075e-13
particle 141,0.05,0.83,-7.84427e-16,6.73386e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45205e-14,1.71175e-14,-1.55924e-13
particle 142,0.05,0.85,-4.81995e-16,2.56485e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.80092e-15,6.38378e-15,6.74499e-14
particle 143,0.05,0.87,-5.82492e-16,6.5802e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.31679e-14,3.18495e-14,3.46906e-14
particle 144,0.05,0.89,-7.14624e-16,-5.69594e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.39451e-14,-2.85466e-14,3.78617e-14
particle 145,0.05,0.91,-6.21129e-16,-2.6273e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.0845e-15,-8.69796e-15,7.01826e-14
particle 146,0.05,0.93,-6.453e-16,-6.79643e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.01863e-14,-1.45717e-14,-1.57226e-13
particle 147,0.05,0.95,-5.60747e-16,6.81714e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.88824e-14,1.44551e-14,-1.5537e-13
particle 148,0.05,0.97,-6.66141e-16,2.54763e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.53657e-15,-2.81058e-15,7.11481e-14
particle 149,0.05,0.99,-6.68685e-16,6.7489e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.53211e-14,3.94159e-14,4.32497e-14
particle 150,0.07,0.01,3.6249e-16,-3.06742e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.35535e-14,3.5698e-14,1.45191e-14
particle 151,0.07,0.03,7.27768e-16,-8.31912e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.85941e-14,1.46421e-14,-1.466e-14
particle 152,0.07,0.05,7.0924e-16,-3.31248e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.75545e-14,2.55703e-14,-3.25937e-14
particle 153,0.07,0.07,4.59972e-16,5.12858e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.24908e-14,-2.9463e-14,-1.84702e-14
particle 154,0.07,0.09,7.4324e-16,8.87877e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.33601e-15,-3.15453e-15,-5.36615e-15
particle 155,0.07,0.11,6.76085e-16,3.43929e-17,0.43,0.991062,0.0240029,1074.74,716.491,-9.84298e-15,7.91546e-15,-1.14153e-14
particle 156,0.07,0.13,7.23824e-16,1.08429e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.7821e-14,-4.87208e-15,8.34237e-15
particle 157,0.07,0.15,6.18913e-16,-1.67187e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.33227e-14,-2.07195e-14,-1.8149e-14
particle 158,0.07,0.17,8.86068e-16,1.02411e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.54422e-15,-1.50305e-15,-5.41399e-14
particle 159,0.07,0.19,3.27531e-16,1.29573e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.13255e-14,-3.40067e-15,3.65297e-15
particle 160,0.07,0.21,5.53892e-16,-1.07563e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.563e-15,5.76602e-15,6.16005e-15
particle 161,0.07,0.23,7.68703e-16,-3.6701e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.996e-15,-4.16334e-17,-4.73566e-14
particle 162,0.07,0.25,2.44793e-16,1.28138e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.32681e-14,-2.28711e-14,-5.11135e-15
particle 163,0.07,0.27,4.39472e-16,-6.09444e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.06033e-15,-3.68322e-15,5.05212e-14
particle 164,0.07,0.29,7.5235e-16,-3.20418e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.6015e-14,1.43774e-14,-6.73269e-14
particle 165,0.07,0.31,3.2371e-16,2.84434e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.82755e-14,-2.59021e-14,-6.02092e-14
particle 166,0.07,0.33,5.01319e-16,2.90152e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.25214e-14,5.04969e-15,6.89432e-14
particle 167,0.07,0.35,7.51876e-16,-3.10724e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.50633e-14,1.87766e-14,-5.95158e-14
particle 168,0.07,0.37,3.08061e-16,2.94712e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.50593e-14,-2.79895e-14,-5.90236e-14
particle 169,0.07,0.39,4.68073e-16,-2.14428e-18,0.43,0.991062,0.0240029,1074.74,716.491,-1.07098e-14,8.7622e-16,7.02944e-14
particle 170,0.07,0.41,7.51876e-16,-3.10219e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.50633e-14,1.87766e-14,-5.99642e-14
particle 171,0.07,0.43,3.08108e-16,2.96705e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.50557e-14,-2.62391e-14,-6.0121e-14
particle 172,0.07,0.45,4.83798e-16,9.7362e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.06767e-14,1.66991e-15,6.81567e-14
particle 173,0.07,0.47,7.77394e-16,-2.94864e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.0095e-14,2.94487e-14,-6.87349e-14
particle 174,0.07,0.49,3.56509e-16,3.61281e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.39919e-14,-1.08025e-14,-7.6309e-14
