particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 603,0.25,0.07,1.46619e-15,2.01325e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.07633e-14,-1.98364e-14,-8.90227e-15
particle 604,0.25,0.09,1.53023e-15,2.12289e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.80763e-14,-4.39309e-15,1.18809e-14
particle 605,0.25,0.11,1.56922e-15,1.19759e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.73695e-14,-2.49925e-15,9.6815e-15
particle 606,0.25,0.13,1.37796e-15,4.05397e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.70859e-14,2.48589e-15,2.98058e-14
particle 607,0.25,0.15,1.30028e-15,-1.30508e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.00659e-14,3.64655e-15,1.18057e-14
particle 608,0.25,0.17,1.71324e-15,2.37646e-17,0.43,0.991062,0.0240029,1074.74,716.491,-3.01717e-14,1.73402e-15,-2.43902e-14
particle 609,0.25,0.19,1.48157e-15,9.98653e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.63115e-14,-1.00888e-14,2.14517e-14
particle 610,0.25,0.21,1.28679e-15,-8.52533e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.93164e-14,1.00899e-14,2.64322e-14
particle 611,0.25,0.23,1.78934e-15,-3.6014e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.93796e-14,1.50957e-15,-2.60523e-14
particle 612,0.25,0.25,1.33127e-15,1.43726e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.62112e-14,-3.22153e-14,1.31343e-14
particle 613,0.25,0.27,1.08755e-15,-5.15817e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.6418e-14,6.94554e-15,7.75698e-14
particle 614,0.25,0.29,1.27442e-15,-3.21523e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38314e-14,4.81104e-15,-3.6285e-14
particle 615,0.25,0.31,1.50829e-15,2.8887e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.80731e-14,-1.96392e-14,-3.64175e-14
particle 616,0.25,0.33,1.28229e-15,4.31263e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.089e-14,-5.22298e-15,9.19699e-14
particle 617,0.25,0.35,1.48177e-15,-3.01036e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.24292e-14,1.45882e-14,-2.9157e-14
particle 618,0.25,0.37,1.5409e-15,3.01233e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.14207e-14,-1.02206e-14,-3.3279e-14
particle 619,0.25,0.39,1.29991e-15,4.47075e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.26962e-14,-5.19626e-15,9.30858e-14
particle 620,0.25,0.41,1.48278e-15,-2.99215e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.24351e-14,1.36971e-14,-2.92305e-14
particle 621,0.25,0.43,1.54759e-15,3.00675e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.4811e-14,-1.11941e-14,-3.33519e-14
particle 622,0.25,0.45,1.30248e-15,1.80263e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.09116e-14,-3.36027e-15,9.07789e-14
particle 623,0.25,0.47,1.47217e-15,-2.88804e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.20578e-14,1.97977e-14,-3.86046e-14
particle 624,0.25,0.49,1.63728e-15,3.57519e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.36181e-14,3.56751e-15,-5.07997e-14
particle 625,0.25,0.51,1.29145e-15,1.0153e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.94964e-14,-2.03687e-14,6.53888e-14
particle 626,0.25,0.53,1.06306e-15,-4.80976e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.31181e-14,-1.36685e-14,6.8996e-14
particle 627,0.25,0.55,9.06704e-16,-2.41625e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.81862e-14,-2.26525e-15,9.21157e-14
particle 628,0.25,0.57,1.30711e-15,-6.44944e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.32394e-14,-6.41154e-15,-1.2742e-13
particle 629,0.25,0.59,1.22187e-15,6.59086e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.2119e-14,1.71957e-14,-1.26332e-13
particle 630,0.25,0.61,1.12716e-15,2.49644e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16488e-14,-1.24874e-15,9.34836e-14
particle 631,0.25,0.63,1.28984e-15,5.53436e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.59141e-14,1.85871e-14,6.16445e-14
particle 632,0.25,0.65,1.09858e-15,-5.49882e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.39959e-14,-1.89923e-14,6.14722e-14
particle 633,0.25,0.67,9.32329e-16,-2.55188e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.05434e-14,-3.74915e-15,9.19322e-14
particle 634,0.25,0.69,1.34717e-15,-6.47014e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.32672e-14,-1.35447e-14,-1.28459e-13
particle 635,0.25,0.71,1.22187e-15,6.60097e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.2119e-14,2.07484e-14,-1.26052e-13
particle 636,0.25,0.73,1.1284e-15,2.51547e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16505e-14,-1.3051e-15,9.37645e-14
particle 637,0.25,0.75,1.28984e-15,5.68365e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.59157e-14,1.67267e-14,6.19225e-14
particle 638,0.25,0.77,1.09858e-15,-5.49882e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.39959e-14,-1.89923e-14,6.16557e-14
particle 639,0.25,0.79,9.32329e-16,-2.55188e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.05434e-14,-3.74915e-15,9.19471e-14
particle 640,0.25,0.81,1.34717e-15,-6.47014e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.32672e-14,-1.35447e-14,-1.28459e-13
particle 641,0.25,0.83,1.22187e-15,6.60097e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.2119e-14,2.07484e-14,-1.26055e-13
particle 642,0.25,0.85,1.12841e-15,2.51571e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16501e-14,-1.30491e-15,9.37477e-14
particle 643,0.25,0.87,1.28984e-15,5.68604e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.59153e-14,1.67547e-14,6.19174e-14
particle 644,0.25,0.89,1.11127e-15,-5.53452e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.39956e-14,-1.89228e-14,6.16937e-14
particle 645,0.25,0.91,9.40009e-16,-2.55358e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.05425e-14,2.60845e-17,9.21801e-14
particle 646,0.25,0.93,1.31154e-15,-6.50878e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.30174e-14,-1.32117e-14,-1.28749e-13
particle 647,0.25,0.95,1.19705e-15,6.57241e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.22345e-14,1.4293e-14,-1.27557e-13
particle 648,0.25,0.97,8.30894e-16,2.40242e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.34555e-14,7.23585e-17,8.82325e-14
particle 649,0.25,0.99,1.19199e-15,6.72567e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.41577e-14,3.98112e-14,5.36624e-14
particle 650,0.27,0.01,-4.35783e-16,-3.84668e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.27596e-15,1.21153e-14,8.20768e-14
particle 651,0.27,0.03,-7.03131e-16,-6.09511e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.21805e-15,-3.67761e-15,6.95416e-14
particle 652,0.27,0.05,-5.75777e-16,-7.28451e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.12133e-14,2.67703e-14,5.20615e-14
particle 653,0.27,0.07,-5.12653e-16,2.83622e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.13478e-15,-2.62984e-14,5.09633e-14
particle 654,0.27,0.09,-6.95783e-16,3.00411e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.63518e-15,-4.64906e-15,6.95553e-14
particle 655,0.27,0.11,-6.29104e-16,2.36536e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.71685e-15,-4.63518e-15,6.92844e-14
particle 656,0.27,0.13,-5.91894e-16,2.23382e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.00753e-14,5.67602e-15,8.50732e-14
particle 657,0.27,0.15,-6.89226e-16,-9.50135e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.44089e-16,-1.80411e-16,6.79102e-14
particle 658,0.27,0.17,-7.43501e-16,1.91583e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.99281e-15,-2.1233e-15,4.42694e-14
particle 659,0.27,0.19,-6.27129e-16,5.71392e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.07927e-15,-3.81639e-15,8.25679e-14
particle 660,0.27,0.21,-8.61295e-16,-7.00958e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.82707e-15,1.05055e-14,7.93041e-14
particle 661,0.27,0.23,-7.78579e-16,1.29961e-17,0.43,0.991062,0.0240029,1074.74,716.491,-4.46865e-15,6.18949e-15,4.15447e-14
particle 662,0.27,0.25,-4.96932e-16,1.01918e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.05391e-15,-2.86576e-14,7.48184e-14
particle 663,0.27,0.27,-5.47099e-16,-5.61596e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.66533e-15,3.64986e-15,1.20262e-13
particle 664,0.27,0.29,-7.10004e-16,-2.76777e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.9984e-15,1.38362e-14,1.66861e-14
particle 665,0.27,0.31,-5.94106e-16,2.43797e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.249e-15,-2.05391e-14,2.35128e-14
particle 666,0.27,0.33,-3.73844e-16,-2.20025e-17,0.43,0.991062,0.0240029,1074.74,716.491,6.96665e-15,-1.7486e-15,1.37727e-13
particle 667,0.27,0.35,-6.25312e-16,-2.54079e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11022e-15,1.29896e-14,2.69055e-14
particle 668,0.27,0.37,-5.76409e-16,2.4674e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.249e-15,-2.06918e-14,2.7281e-14
particle 669,0.27,0.39,-3.73212e-16,-7.78184e-18,0.43,0.991062,0.0240029,1074.74,716.491,7.18869e-15,2.80331e-15,1.38514e-13
particle 670,0.27,0.41,-6.02559e-16,-2.52309e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.9984e-15,1.38778e-14,2.73518e-14
particle 671,0.27,0.43,-5.25847e-16,2.45179e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.02536e-15,-2.08722e-14,2.83859e-14
particle 672,0.27,0.45,-3.51723e-16,-3.4011e-17,0.43,0.991062,0.0240029,1074.74,716.491,7.63278e-15,2.13718e-15,1.37864e-13
particle 673,0.27,0.47,-5.9142e-16,-2.52771e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.85803e-15,2.01367e-14,1.93486e-14
particle 674,0.27,0.49,-4.62644e-16,2.99016e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.32587e-15,2.38698e-15,1.17171e-14
particle 675,0.27,0.51,-5.93948e-16,1.05458e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.63758e-15,-1.69725e-14,1.16254e-13
particle 676,0.27,0.53,-6.86935e-16,-5.1052e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.10783e-15,-1.57097e-14,1.18925e-13
particle 677,0.27,0.55,-5.53972e-16,-2.39823e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.66134e-16,8.46545e-16,1.40719e-13
particle 678,0.27,0.57,-6.20177e-16,-6.40188e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38778e-15,-4.46865e-15,-7.4347e-14
particle 679,0.27,0.59,-6.02796e-16,6.2989e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.66054e-15,5.1209e-15,-7.54786e-14
particle 680,0.27,0.61,-5.88892e-16,2.50271e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.10783e-15,2.85882e-15,1.39719e-13
particle 681,0.27,0.63,-6.56914e-16,4.88755e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.47025e-15,1.3739e-14,1.10909e-13
particle 682,0.27,0.65,-7.98725e-16,-5.38803e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.04912e-16,-1.94705e-14,1.10612e-13
particle 683,0.27,0.67,-5.48916e-16,-2.45385e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.11022e-15,8.46545e-16,1.39969e-13
particle 684,0.27,0.69,-5.99952e-16,-6.44486e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38778e-15,-5.35683e-15,-7.52074e-14
particle 685,0.27,0.71,-6.02796e-16,6.29638e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.66054e-15,4.23273e-15,-7.58678e-14
particle 686,0.27,0.73,-5.88892e-16,2.50271e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.10783e-15,2.85882e-15,1.39646e-13
particle 687,0.27,0.75,-6.56914e-16,4.98867e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.47025e-15,1.72917e-14,1.10976e-13
particle 688,0.27,0.77,-7.98725e-16,-5.38803e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.04912e-16,-1.94705e-14,1.10678e-13
particle 689,0.27,0.79,-5.48916e-16,-2.45385e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.11022e-15,8.46545e-16,1.39972e-13
particle 690,0.27,0.81,-5.99952e-16,-6.44486e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38778e-15,-5.35683e-15,-7.52075e-14
particle 691,0.27,0.83,-6.02796e-16,6.29638e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.66054e-15,4.23273e-15,-7.58742e-14
particle 692,0.27,0.85,-5.88892e-16,2.50548e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.10783e-15,3.77476e-15,1.39582e-13
particle 693,0.27,0.87,-6.56914e-16,4.9389e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.47025e-15,1.3739e-14,1.10937e-13
particle 694,0.27,0.89,-7.96197e-16,-5.31417e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.04912e-16,-1.94011e-14,1.10586e-13
particle 695,0.27,0.91,-5.46388e-16,-2.43923e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.11022e-15,-1.84575e-15,1.3959e-13
particle 696,0.27,0.93,-6.20177e-16,-6.37731e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38778e-15,-8.10463e-15,-7.3861e-14
particle 697,0.27,0.95,-6.16385e-16,6.15899e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.55112e-17,5.09315e-15,-7.54403e-14
particle 698,0.27,0.97,-5.85494e-16,2.42126e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.16334e-16,3.53884e-15,1.34605e-13
particle 699,0.27,0.99,-5.20791e-16,6.78402e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.32907e-15,3.23075e-14,1.07625e-13
particle 700,0.29,0.01,-3.02702e-15,-5.76567e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.27356e-15,1.81799e-14,-2.9222e-14
particle 701,0.29,0.03,-3.2837e-15,-6.51344e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.4964e-15,2.26208e-15,-4.93266e-14
particle 702,0.29,0.05,-3.21971e-15,-5.01079e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.27356e-16,2.54796e-14,-6.54235e-14
particle 703,0.29,0.07,-3.09267e-15,2.59368e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.72005e-15,-2.95597e-14,-6.29736e-14
particle 704,0.29,0.09,-3.26134e-15,1.40587e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.21805e-15,-9.33975e-15,-4.89539e-14
particle 705,0.29,0.11,-3.2186e-15,6.54938e-17,0.43,0.991062,0.0240029,1074.74,716.491,3.41394e-15,-6.42542e-15,-4.97767e-14
particle 706,0.29,0.13,-3.01714e-15,1.79022e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.60902e-15,1.60982e-15,-2.80886e-14
particle 707,0.29,0.15,-3.21228e-15,-1.60831e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.44089e-16,6.07847e-15,-5.2668e-14
particle 708,0.29,0.17,-3.66639e-15,1.52082e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.66134e-16,9.71445e-16,-8.7538e-14
particle 709,0.29,0.19,-3.1825e-15,1.03807e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.69229e-15,-1.18655e-14,-3.53235e-14
particle 710,0.29,0.21,-3.19537e-15,-1.20958e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.77476e-15,1.00336e-14,-4.23267e-14
particle 711,0.29,0.23,-3.82061e-15,1.50423e-16,0.43,0.991062,0.0240029,1074.74,716.491,-9.32587e-15,1.72085e-15,-9.20056e-14
particle 712,0.29,0.25,-3.10626e-15,1.58911e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.07927e-15,-2.0553e-14,-3.75427e-14
particle 713,0.29,0.27,-2.71772e-15,-5.97029e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.31006e-14,4.26048e-15,1.82778e-14
particle 714,0.29,0.29,-3.33853e-15,-3.21291e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.9976e-15,-6.57807e-15,-1.02892e-13
particle 715,0.29,0.31,-3.3612e-15,3.06845e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.01308e-14,-9.6867e-15,-9.36441e-14
particle 716,0.29,0.33,-2.63642e-15,-5.23398e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.03251e-14,2.8727e-15,3.55587e-14
particle 717,0.29,0.35,-3.24206e-15,-3.07884e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.80331e-15,3.16414e-15,-9.10816e-14
particle 718,0.29,0.37,-3.34414e-15,3.10227e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.03528e-14,-5.16254e-15,-8.99174e-14
particle 719,0.29,0.39,-2.63642e-15,-4.22273e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.03251e-14,2.8727e-15,3.62912e-14
particle 720,0.29,0.41,-3.24206e-15,-3.04851e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.80331e-15,6.71685e-15,-9.03596e-14
particle 721,0.29,0.43,-3.37755e-15,3.12075e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.99281e-15,-6.05072e-15,-8.85709e-14
particle 722,0.29,0.45,-2.63524e-15,-7.39472e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.04639e-14,3.60822e-16,3.58226e-14
particle 723,0.29,0.47,-3.20351e-15,-3.00632e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.08247e-15,1.66256e-14,-9.74203e-14
particle 724,0.29,0.49,-3.34927e-15,3.37669e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.10543e-15,3.2474e-15,-1.11405e-13
particle 725,0.29,0.51,-3.04558e-15,9.48239e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.08087e-15,-1.55154e-14,-5.83848e-16
particle 726,0.29,0.53,-3.11321e-15,-2.32744e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.52496e-15,-2.47302e-14,1.17954e-14
particle 727,0.29,0.55,-2.6542e-15,-2.40076e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.24261e-15,4.45477e-15,4.57237e-14
particle 728,0.29,0.57,-3.11305e-15,-6.88215e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.60822e-16,-2.16216e-14,-1.84829e-13
particle 729,0.29,0.59,-3.00221e-15,7.03261e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.21805e-15,2.2593e-14,-1.83026e-13
particle 730,0.29,0.61,-2.44713e-15,2.33013e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.54792e-15,-4.16334e-17,4.35932e-14
particle 731,0.29,0.63,-3.07173e-15,3.82653e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.58207e-15,1.85546e-14,-8.27413e-16
particle 732,0.29,0.65,-3.19348e-15,-2.99265e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.16334e-16,-2.20518e-14,1.29163e-15
particle 733,0.29,0.67,-2.55821e-15,-2.45128e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.71605e-15,2.66454e-15,4.45405e-14
particle 734,0.29,0.69,-3.11305e-15,-6.9226e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.60822e-16,-2.16216e-14,-1.85266e-13
particle 735,0.29,0.71,-3.00221e-15,7.03261e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.21805e-15,2.2593e-14,-1.83416e-13
particle 736,0.29,0.73,-2.44713e-15,2.33013e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.54792e-15,-4.16334e-17,4.35615e-14
particle 737,0.29,0.75,-3.07173e-15,3.82653e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.58207e-15,1.85546e-14,-8.26208e-16
particle 738,0.29,0.77,-3.19348e-15,-2.99265e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.16334e-16,-2.20518e-14,1.29275e-15
particle 739,0.29,0.79,-2.55821e-15,-2.45128e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.71605e-15,2.66454e-15,4.45405e-14
particle 740,0.29,0.81,-3.11305e-15,-6.9226e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.60822e-16,-2.16216e-14,-1.85266e-13
particle 741,0.29,0.83,-3.00221e-15,7.03261e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.21805e-15,2.2593e-14,-1.83421e-13
particle 742,0.29,0.85,-2.44713e-15,2.33013e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.54792e-15,-4.16334e-17,4.34989e-14
particle 743,0.29,0.87,-3.07173e-15,3.87709e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.58207e-15,1.85546e-14,-9.01797e-16
particle 744,0.29,0.89,-3.19348e-15,-2.94209e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.16334e-16,-2.20518e-14,1.09043e-15
particle 745,0.29,0.91,-2.55821e-15,-2.426e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.71605e-15,2.66454e-15,4.42901e-14
particle 746,0.29,0.93,-3.11305e-15,-6.90996e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.60822e-16,-2.25098e-14,-1.84062e-13
particle 747,0.29,0.95,-3.05024e-15,6.9824e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.44169e-15,1.90542e-14,-1.8283e-13
particle 748,0.29,0.97,-2.51839e-15,2.37141e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.36557e-14,-2.85882e-15,4.30497e-14
particle 749,0.29,0.99,-3.08809e-15,5.27466e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.55431e-15,3.57908e-14,4.80951e-15
particle 750,0.31,0.01,2.82992e-15,-3.77685e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.06179e-14,1.28585e-14,-2.59247e-14
particle 751,0.31,0.03,2.92426e-15,-6.04205e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.68861e-15,4.96889e-15,-4.48822e-14
particle 752,0.31,0.05,2.80582e-15,-5.55978e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.33456e-14,2.19293e-14,-5.99468e-14
particle 753,0.31,0.07,2.80252e-15,3.3511e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.39049e-14,-2.41134e-14,-5.59521e-14
particle 754,0.31,0.09,2.93396e-15,2.11615e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.2699e-14,-7.32095e-15,-4.12981e-14
particle 755,0.31,0.11,3.04683e-15,9.10031e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.43222e-14,-5.78721e-15,-4.20036e-14
particle 756,0.31,0.13,2.84297e-15,1.79236e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.56079e-14,-2.82208e-16,-2.08386e-14
particle 757,0.31,0.15,2.96688e-15,-1.39323e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.17399e-14,3.24776e-15,-4.37022e-14
particle 758,0.31,0.17,3.16168e-15,-1.04816e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.27326e-14,-9.68312e-15,-8.17888e-14
particle 759,0.31,0.19,2.78427e-15,9.96642e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.19985e-14,-5.1753e-16,-3.13688e-14
particle 760,0.31,0.21,2.85642e-15,-1.0903e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.12434e-15,4.68164e-15,-3.43673e-14
particle 761,0.31,0.23,3.27503e-15,7.2457e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.00775e-14,-1.51377e-15,-8.57017e-14
particle 762,0.31,0.25,2.83051e-15,1.60012e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.93421e-14,-1.6374e-14,-3.27115e-14
particle 763,0.31,0.27,2.46979e-15,-5.75467e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.51074e-14,4.79751e-15,2.56198e-14
particle 764,0.31,0.29,3.15031e-15,-3.3082e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.60434e-15,-7.0337e-15,-9.37653e-14
particle 765,0.31,0.31,2.9973e-15,2.96171e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.44551e-14,-1.20431e-14,-8.77902e-14
particle 766,0.31,0.33,2.43719e-15,-3.41614e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.62874e-14,-2.39828e-15,4.01983e-14
particle 767,0.31,0.35,2.97997e-15,-3.16861e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.34614e-14,1.91516e-15,-8.48299e-14
particle 768,0.31,0.37,2.94789e-15,3.0486e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.53778e-15,-3.96358e-15,-8.52807e-14
particle 769,0.31,0.39,2.43716e-15,1.75682e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.62904e-14,1.9023e-15,4.09999e-14
particle 770,0.31,0.41,2.96486e-15,-3.1484e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.16589e-14,1.91437e-15,-8.44481e-14
particle 771,0.31,0.43,2.89479e-15,3.05436e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51979e-14,-3.4356e-15,-8.52665e-14
particle 772,0.31,0.45,2.46282e-15,3.04403e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.43887e-14,2.86704e-15,4.05772e-14
particle 773,0.31,0.47,3.11741e-15,-3.05312e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.88387e-15,1.41979e-14,-8.76761e-14
particle 774,0.31,0.49,3.25947e-15,3.21103e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.24576e-15,5.39888e-15,-1.02757e-13
particle 775,0.31,0.51,2.90724e-15,8.64572e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.72224e-14,-2.52506e-14,6.29914e-15
particle 776,0.31,0.53,2.7156e-15,-3.07868e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.36011e-14,-2.76629e-14,1.74814e-14
particle 777,0.31,0.55,2.12989e-15,-2.34192e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.95588e-14,6.83232e-15,4.94218e-14
